name,link,rating,enroll,instructor,time,levelrequirement,skillrequirement,SkillWillLearn,Description,SkillGain,Subject,organization,fee,program,linkprogram,RelationInsOrg,Subtitle
Google Data Analytics Professional Certificate,https://www.coursera.org/professional-certificates/google-data-analytics,4.8,"2,427,265",,6 months,Earn,,"Gain an immersive understanding of the practices and processes used by a junior or associate data analyst in their day-to-day job Learn key analytical skills (data cleaning, analysis, & visualization) and tools (spreadsheets, SQL, R programming, Tableau) Understand how to clean and organize data for analysis, and complete analysis and calculations using spreadsheets, SQL and R programming Learn how to visualize and present data findings in dashboards, presentations and commonly used visualization platforms.",,Data Analysis Creating case studies Data Visualization Data Cleansing Developing a portfolio Data Collection Spreadsheet Metadata SQL Data Ethics Data Aggregation Data Calculations R Markdown R Programming Rstudio Tableau Software Presentation Data Integrity Sample Size Determination Decision-Making Problem Solving Questioning.,,,Enroll for Free,8 course series,https://www.coursera.org/professional-certificates/google-data-analytics#courses,,
