name,link,rating,enroll,instructor,time,levelrequirement,skillrequirement,SkillWillLearn,Description,SkillGain,Subject,organization,fee,program,linkprogram,RelationInsOrg,Subtitle
Google UX Design Professional Certificate,https://www.coursera.org/professional-certificates/google-ux-design,4.8,"1,091,709",Google Career Certificates,6 months,Earn,,"Follow the design process: empathize with users, define pain points, ideate solutions, create wireframes and prototypes, test and iterate on designs Understand the basics of UX research, like planning research studies, conducting interviews and usability studies, and synthesizing research results Apply foundational UX concepts, like user-centered design, accessibility, and equity-focused design Create a professional UX portfolio, including end-to-end projects, so that you're ready to apply for jobs.",,User Experience (UX) Prototype Wireframe User Experience Design (UXD) UX Research mockup Figma Usability Testing UX design jobs.,,,Enroll for Free,7 course series,https://www.coursera.org/professional-certificates/google-ux-design#courses,Google Career Certificates work for Google,
