,name,link,rating,enroll,instructor,time,levelrequirement,skillrequirement,SkillWillLearn,Description,SkillGain,Subject,organization,fee,program,linkprogram,RelationInsOrg,Subtitle,knowledge,tool,framework,platform,language,soft,descriptionNER
0,Google Project Management: Professional Certificate,https://www.coursera.org/professional-certificates/google-project-management,4.8,"1,772,332",,6 months,Earn,,"Gain an immersive understanding of the practices and skills needed to succeed in an entry-level project management roleLearn how to create effective project documentation and artifacts throughout the various phases of a projectLearn the foundations of Agile project management, with a focus on implementing Scrum events, building Scrum artifacts, and understanding Scrum rolesPractice strategic communication, problem-solving, and stakeholder management through real-world scenarios.",,Project ManagementChange ManagementStrategic ThinkingCareer DevelopmentOrganizational CultureRisk ManagementQuality ManagementProject ExecutionAgile ManagementProblem SolvingCoachingScrumInfluencingEffective CommunicationStakeholder ManagementBusiness WritingProject CharterProcurementTask EstimationProject PlanningProject ManagementChange ManagementStrategic ThinkingCareer DevelopmentOrganizational CultureRisk ManagementQuality ManagementProject ExecutionAgile ManagementProblem SolvingCoachingScrumInfluencingEffective CommunicationStakeholder ManagementBusiness WritingProject CharterProcurementTask EstimationProject Planning.,,,Enroll for Free,6 course series,https://www.coursera.org/professional-certificates/google-project-management#courses,,,[],[],[],[],[],[],"Gain(LABEL_1) an immersive understanding of the(LABEL_0) practices and skills(LABEL_1) needed(LABEL_0) to succeed(LABEL_1) in an(LABEL_0) entry(LABEL_1)-level project(LABEL_0) management(LABEL_1) roleLea(LABEL_0)rn(LABEL_1) how(LABEL_0) to(LABEL_1) create effective project(LABEL_0) documentation(LABEL_1) and(LABEL_0) artifacts(LABEL_1) throughout the(LABEL_0) various(LABEL_1) phases of a projectLea(LABEL_0)rn the(LABEL_1) foundations of Agile project(LABEL_0) management, with a focus on implementing S(LABEL_1)c(LABEL_0)rum events(LABEL_1),(LABEL_0) building S(LABEL_1)c(LABEL_0)rum artifacts, and understanding S(LABEL_1)c(LABEL_0)rum(LABEL_1) rolesPra(LABEL_0)ctice strategic communication(LABEL_1),(LABEL_0) problem-solving, and stakeholder management through real(LABEL_1)-world(LABEL_0) scenarios.(LABEL_1)na(LABEL_0)n.(LABEL_1) "
